item_number,item_name,unit,quantity,price,item_description,num_images,num_videos,auction_type
87,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o35,1,0,ÅÜ½æ
88,CHARLOTTE OLYMPIA¾c,Âù,1,"7,500",¤Ø¤o36,1,0,ÅÜ½æ
89,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o36¥b,1,0,ÅÜ½æ
90,CHARLOTTE OLYMPIA¾c,Âù,1,"7,500",¤Ø¤o36,1,0,ÅÜ½æ
91,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o36,1,0,ÅÜ½æ
92,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
93,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
94,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o35,1,0,ÅÜ½æ
95,CHARLOTTE OLYMPIA¾c,Âù,1,"12,000",¤Ø¤o36,1,0,ÅÜ½æ
96,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o36,1,0,ÅÜ½æ
97,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o36,1,0,ÅÜ½æ
98,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36¥b,1,0,ÅÜ½æ
99,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o36,1,0,ÅÜ½æ
100,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o35,1,0,ÅÜ½æ
101,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
102,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
103,CHARLOTTE OLYMPIA¾c,Âù,1,"7,500",¤Ø¤o36,1,0,ÅÜ½æ
104,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36,1,0,ÅÜ½æ
105,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o36,1,0,ÅÜ½æ
106,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
107,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o36,1,0,ÅÜ½æ
108,CHARLOTTE OLYMPIA¾c,Âù,1,"13,500",¤Ø¤o36,1,0,ÅÜ½æ
109,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35,1,0,ÅÜ½æ
110,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36,1,0,ÅÜ½æ
111,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
112,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
113,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o35,1,0,ÅÜ½æ
114,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36,1,0,ÅÜ½æ
115,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
116,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o36,1,0,ÅÜ½æ
117,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o35,1,0,ÅÜ½æ
118,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
119,CHARLOTTE OLYMPIA¾c,Âù,1,"1,500",¤Ø¤o36,1,0,ÅÜ½æ
120,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
121,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
122,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o36,1,0,ÅÜ½æ
123,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o36,1,0,ÅÜ½æ
124,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
125,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
126,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o36,1,0,ÅÜ½æ
127,CHARLOTTE OLYMPIA¾c,Âù,1,"13,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
128,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o35,1,0,ÅÜ½æ
129,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36,1,0,ÅÜ½æ
130,CHARLOTTE OLYMPIA¾c,Âù,1,"4,500",¤Ø¤o36,1,0,ÅÜ½æ
131,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
132,CHARLOTTE OLYMPIA¾c,Âù,1,"12,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
133,CHARLOTTE OLYMPIA¾c,Âù,1,"3,000",¤Ø¤o36,1,0,ÅÜ½æ
134,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36,1,0,ÅÜ½æ
135,CHARLOTTE OLYMPIA¾c,Âù,1,"10,500",¤Ø¤o36,1,0,ÅÜ½æ
136,CHARLOTTE OLYMPIA¾c,Âù,1,"9,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
137,CHARLOTTE OLYMPIA¾c,Âù,1,"13,500",¤Ø¤o36¥b,1,0,ÅÜ½æ
138,HERMES¾c,Âù,1,"4,000",¤Ø¤o36¥b,1,0,ÅÜ½æ
139,HERMES¾c,Âù,1,"4,000",¤Ø¤o36,1,0,ÅÜ½æ
140,HERMES¾c,Âù,1,"6,000",¤Ø¤o36¥b,1,0,ÅÜ½æ
141,STUART WEITZMAN¾c,Âù,1,"4,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
142,STUART WEITZMAN¾c,Âù,1,"3,000",¤Ø¤o35¥b,1,0,ÅÜ½æ
143,PRADA¾c,Âù,1,"3,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
144,PRADA¾c,Âù,1,"4,500",¤Ø¤o35¥b,1,0,ÅÜ½æ
145,CHRISTIAN DIOR¾c,Âù,1,"8,000",¤Ø¤o36¥b,1,0,ÅÜ½æ
146,CHRISTIAN DIOR¾c,Âù,1,"5,000",¤Ø¤o36¥b,1,0,ÅÜ½æ
147,ALBERTO GUARDIANI¾c,Âù,1,"3,000",¤Ø¤o36,1,0,ÅÜ½æ
148,TOD's¾c,Âù,1,"2,500",¤Ø¤o36¥b,1,0,ÅÜ½æ
149,FENDI¾c,Âù,1,"4,000",¤Ø¤o36,1,0,ÅÜ½æ
